entidad,proveedor,mes,dia,hora,ivrs_total,casos_con_ivr,telefonos_con_ivr,casos_unicos_mes,telefonos_unicos_mes
DRTW,GSM_25,2026-05,2026-05-20,14,254,243,254,3295,3942
DRTW,GSM_44,2026-05,2026-05-20,14,277,271,277,3443,4112
DRTW,GSM_45,2026-05,2026-05-20,14,257,253,257,3616,4388
DRTW,GSM_8,2026-05,2026-05-20,14,24,17,24,3471,6257
DRTW,GSM_83,2026-05,2026-05-20,14,137,107,137,3698,7148
DRTW,GSM_85,2026-05,2026-05-20,14,258,250,258,3658,4474
DRTW,GSM_86,2026-05,2026-05-20,14,253,178,253,3684,7136
DRTW,GSM_9,2026-05,2026-05-20,14,468,445,468,4525,5868
DRTW,MOVI,2026-05,2026-05-20,14,1030,1004,1019,9853,12655
FIME,GSM_25,2026-05,2026-05-20,14,603,599,603,11402,11909
FIME,GSM_44,2026-05,2026-05-20,14,611,609,611,11414,11917
FIME,GSM_45,2026-05,2026-05-20,14,621,617,621,11425,11932
FIME,GSM_85,2026-05,2026-05-20,14,585,583,585,11399,11906
FIME,GSM_9,2026-05,2026-05-20,14,1244,1224,1243,11521,12036
MEL0,GSM_25,2026-05,2026-05-20,14,157,156,157,22814,25522
MEL0,GSM_44,2026-05,2026-05-20,14,186,181,186,28707,33037
MEL0,GSM_45,2026-05,2026-05-20,14,164,163,164,32501,38099
MEL0,GSM_8,2026-05,2026-05-20,14,337,329,337,60988,72538
MEL0,GSM_83,2026-05,2026-05-20,14,1390,1321,1390,78365,98897
MEL0,GSM_85,2026-05,2026-05-20,14,179,177,179,35235,41803
MEL0,GSM_86,2026-05,2026-05-20,14,2116,1989,2116,74192,92819
MEL0,GSM_9,2026-05,2026-05-20,14,364,354,364,45726,57895
MEL0,MOVI,2026-05,2026-05-20,14,4248,4082,4248,62928,84964
ADT0,GSM_25,2026-05,2026-05-20,15,269,250,268,7998,13769
ADT0,GSM_44,2026-05,2026-05-20,15,271,257,271,8284,14879
ADT0,GSM_45,2026-05,2026-05-20,15,285,265,284,8693,15997
ADT0,GSM_85,2026-05,2026-05-20,15,285,264,285,8796,16313
ADT0,GSM_9,2026-05,2026-05-20,15,646,547,644,9515,19934
AYS3,GSM_25,2026-05,2026-05-20,15,13,13,13,1967,2101
AYS3,GSM_44,2026-05,2026-05-20,15,18,18,18,2193,2372
AYS3,GSM_45,2026-05,2026-05-20,15,18,18,18,2451,2652
AYS3,GSM_8,2026-05,2026-05-20,15,170,167,166,2155,2350
AYS3,GSM_83,2026-05,2026-05-20,15,304,276,278,2493,2742
AYS3,GSM_85,2026-05,2026-05-20,15,17,17,17,2573,2802
AYS3,GSM_86,2026-05,2026-05-20,15,397,375,377,2417,2662
AYS3,GSM_9,2026-05,2026-05-20,15,33,33,33,3221,3666
AYSA,GSM_8,2026-05,2026-05-20,15,131,131,131,2947,3145
AYSA,GSM_83,2026-05,2026-05-20,15,284,280,284,3527,3790
AYSA,GSM_86,2026-05,2026-05-20,15,325,318,323,3389,3638
DRTV,GSM_8,2026-05,2026-05-20,15,13,13,13,2113,2473
DRTV,GSM_83,2026-05,2026-05-20,15,19,19,19,2269,2675
DRTV,GSM_86,2026-05,2026-05-20,15,104,99,104,2267,2680
DRTV,MOVI,2026-05,2026-05-20,15,484,480,484,7144,8574
DRTW,GSM_25,2026-05,2026-05-20,15,265,255,265,3295,3942
DRTW,GSM_44,2026-05,2026-05-20,15,287,280,287,3443,4112
DRTW,GSM_45,2026-05,2026-05-20,15,264,260,264,3616,4388
DRTW,GSM_8,2026-05,2026-05-20,15,16,16,16,3471,6257
DRTW,GSM_83,2026-05,2026-05-20,15,50,43,50,3698,7148
DRTW,GSM_85,2026-05,2026-05-20,15,229,224,229,3658,4474
DRTW,GSM_86,2026-05,2026-05-20,15,234,150,234,3684,7136
DRTW,GSM_9,2026-05,2026-05-20,15,517,492,517,4525,5868
DRTW,MOVI,2026-05,2026-05-20,15,1134,1078,1105,9853,12655
FIME,GSM_25,2026-05,2026-05-20,15,723,720,723,11402,11909
FIME,GSM_44,2026-05,2026-05-20,15,733,732,733,11414,11917
FIME,GSM_45,2026-05,2026-05-20,15,731,727,730,11425,11932
FIME,GSM_85,2026-05,2026-05-20,15,673,670,673,11399,11906
FIME,GSM_9,2026-05,2026-05-20,15,1480,1470,1480,11521,12036
MEL0,GSM_25,2026-05,2026-05-20,15,241,238,241,22814,25522
MEL0,GSM_44,2026-05,2026-05-20,15,260,256,260,28707,33037
MEL0,GSM_45,2026-05,2026-05-20,15,244,240,244,32501,38099
MEL0,GSM_8,2026-05,2026-05-20,15,40,40,40,60988,72538
MEL0,GSM_83,2026-05,2026-05-20,15,213,205,213,78365,98897
MEL0,GSM_85,2026-05,2026-05-20,15,218,213,218,35235,41803
MEL0,GSM_86,2026-05,2026-05-20,15,1359,1261,1359,74192,92819
MEL0,GSM_9,2026-05,2026-05-20,15,555,540,555,45726,57895
MEL0,MOVI,2026-05,2026-05-20,15,3830,3720,3830,62928,84964
ADT0,GSM_25,2026-05,2026-05-20,16,457,428,455,7998,13769
ADT0,GSM_44,2026-05,2026-05-20,16,485,464,481,8284,14879
ADT0,GSM_45,2026-05,2026-05-20,16,470,435,469,8693,15997
ADT0,GSM_85,2026-05,2026-05-20,16,444,422,443,8796,16313
ADT0,GSM_9,2026-05,2026-05-20,16,1022,884,1013,9515,19934
ADT1,GSM_25,2026-05,2026-05-20,16,68,59,67,249,431
ADT1,GSM_44,2026-05,2026-05-20,16,72,66,72,263,497
ADT1,GSM_45,2026-05,2026-05-20,16,58,54,57,280,558
ADT1,GSM_85,2026-05,2026-05-20,16,59,53,59,296,629
ADT1,GSM_9,2026-05,2026-05-20,16,135,100,135,304,686
AYS3,GSM_25,2026-05,2026-05-20,16,114,114,114,1967,2101
AYS3,GSM_44,2026-05,2026-05-20,16,132,130,132,2193,2372
AYS3,GSM_45,2026-05,2026-05-20,16,136,136,136,2451,2652
AYS3,GSM_8,2026-05,2026-05-20,16,151,151,151,2155,2350
AYS3,GSM_83,2026-05,2026-05-20,16,314,309,313,2493,2742
AYS3,GSM_85,2026-05,2026-05-20,16,105,105,105,2573,2802
AYS3,GSM_86,2026-05,2026-05-20,16,263,260,262,2417,2662
AYS3,GSM_9,2026-05,2026-05-20,16,306,303,306,3221,3666
AYSA,GSM_8,2026-05,2026-05-20,16,193,191,193,2947,3145
AYSA,GSM_83,2026-05,2026-05-20,16,494,484,493,3527,3790
AYSA,GSM_86,2026-05,2026-05-20,16,503,494,503,3389,3638
DRTV,GSM_8,2026-05,2026-05-20,16,72,71,72,2113,2473
DRTV,GSM_83,2026-05,2026-05-20,16,156,150,156,2269,2675
DRTV,GSM_86,2026-05,2026-05-20,16,142,135,142,2267,2680
DRTW,GSM_25,2026-05,2026-05-20,16,83,82,83,3295,3942
DRTW,GSM_44,2026-05,2026-05-20,16,83,81,83,3443,4112
DRTW,GSM_45,2026-05,2026-05-20,16,90,90,90,3616,4388
DRTW,GSM_8,2026-05,2026-05-20,16,163,141,163,3471,6257
DRTW,GSM_83,2026-05,2026-05-20,16,323,257,323,3698,7148
DRTW,GSM_85,2026-05,2026-05-20,16,69,67,69,3658,4474
DRTW,GSM_86,2026-05,2026-05-20,16,287,226,287,3684,7136
DRTW,GSM_9,2026-05,2026-05-20,16,155,153,155,4525,5868
DRTW,MOVI,2026-05,2026-05-20,16,1611,1521,1572,9853,12655
FIME,GSM_25,2026-05,2026-05-20,16,279,279,279,11402,11909
FIME,GSM_44,2026-05,2026-05-20,16,243,242,243,11414,11917
FIME,GSM_45,2026-05,2026-05-20,16,268,264,268,11425,11932
FIME,GSM_85,2026-05,2026-05-20,16,259,258,259,11399,11906
FIME,GSM_9,2026-05,2026-05-20,16,524,520,524,11521,12036
MEL0,GSM_25,2026-05,2026-05-20,16,525,522,525,22814,25522
MEL0,GSM_44,2026-05,2026-05-20,16,500,496,500,28707,33037
MEL0,GSM_45,2026-05,2026-05-20,16,509,504,509,32501,38099
MEL0,GSM_8,2026-05,2026-05-20,16,688,681,688,60988,72538
MEL0,GSM_83,2026-05,2026-05-20,16,1440,1412,1440,78365,98897
MEL0,GSM_85,2026-05,2026-05-20,16,472,471,472,35235,41803
MEL0,GSM_86,2026-05,2026-05-20,16,1259,1228,1259,74192,92819
MEL0,GSM_9,2026-05,2026-05-20,16,1005,996,1005,45726,57895
ADT0,GSM_25,2026-05,2026-05-20,17,712,642,708,6742,11885
ADT0,GSM_44,2026-05,2026-05-20,17,709,646,705,7005,12883
ADT0,GSM_45,2026-05,2026-05-20,17,664,598,663,7197,13432
ADT0,GSM_85,2026-05,2026-05-20,17,632,588,629,7198,13437
ADT0,GSM_9,2026-05,2026-05-20,17,1283,1063,1274,7805,16492
ADT1,GSM_25,2026-05,2026-05-20,17,31,27,31,249,431
ADT1,GSM_44,2026-05,2026-05-20,17,32,30,32,263,497
ADT1,GSM_45,2026-05,2026-05-20,17,44,41,44,280,558
ADT1,GSM_85,2026-05,2026-05-20,17,36,33,36,296,629
ADT1,GSM_9,2026-05,2026-05-20,17,85,73,85,304,686
AYS3,GSM_25,2026-05,2026-05-20,17,96,95,96,1967,2101
AYS3,GSM_44,2026-05,2026-05-20,17,110,109,110,2193,2372
AYS3,GSM_45,2026-05,2026-05-20,17,92,92,92,2451,2652
AYS3,GSM_85,2026-05,2026-05-20,17,91,90,91,2573,2802
AYS3,GSM_9,2026-05,2026-05-20,17,213,211,213,3221,3666
DRTV,GSM_8,2026-05,2026-05-20,17,279,270,279,2113,2473
DRTV,GSM_83,2026-05,2026-05-20,17,574,554,574,2269,2675
DRTV,GSM_86,2026-05,2026-05-20,17,533,506,533,2267,2680
DRTV,MOVI,2026-05,2026-05-20,17,305,304,305,7144,8574
DRTW,GSM_25,2026-05,2026-05-20,17,14,14,14,3295,3942
DRTW,GSM_44,2026-05,2026-05-20,17,10,10,10,3443,4112
DRTW,GSM_45,2026-05,2026-05-20,17,5,5,5,3616,4388
DRTW,GSM_8,2026-05,2026-05-20,17,300,271,300,3471,6257
DRTW,GSM_83,2026-05,2026-05-20,17,594,504,594,3698,7148
DRTW,GSM_85,2026-05,2026-05-20,17,14,14,14,3658,4474
DRTW,GSM_86,2026-05,2026-05-20,17,500,430,500,3684,7136
DRTW,GSM_9,2026-05,2026-05-20,17,20,20,20,4525,5868
DRTW,MOVI,2026-05,2026-05-20,17,1306,1280,1306,9853,12655
FIME,GSM_25,2026-05,2026-05-20,17,35,35,35,11402,11909
FIME,GSM_44,2026-05,2026-05-20,17,36,36,36,11414,11917
FIME,GSM_45,2026-05,2026-05-20,17,33,33,33,11425,11932
FIME,GSM_85,2026-05,2026-05-20,17,25,25,25,11399,11906
FIME,GSM_9,2026-05,2026-05-20,17,65,65,65,11521,12036
MEL0,GSM_25,2026-05,2026-05-20,17,331,330,331,22814,25522
MEL0,GSM_44,2026-05,2026-05-20,17,377,371,377,28707,33037
MEL0,GSM_45,2026-05,2026-05-20,17,406,395,406,32501,38099
MEL0,GSM_8,2026-05,2026-05-20,17,876,865,876,60988,72538
MEL0,GSM_83,2026-05,2026-05-20,17,1629,1591,1629,78365,98897
MEL0,GSM_85,2026-05,2026-05-20,17,395,390,395,35235,41803
MEL0,GSM_86,2026-05,2026-05-20,17,1398,1369,1398,74192,92819
MEL0,GSM_9,2026-05,2026-05-20,17,855,830,855,45726,57895
REVO,"Sin proveedor",2026-05,2026-05-20,17,1,1,1,3,3
DRTV,MOVI,2026-05,2026-05-20,18,853,841,853,7144,8574
DRTW,GSM_8,2026-05,2026-05-20,18,394,363,394,3471,6257
DRTW,GSM_83,2026-05,2026-05-20,18,749,634,748,3698,7148
DRTW,GSM_86,2026-05,2026-05-20,18,768,650,767,3684,7136
DRTW,MOVI,2026-05,2026-05-20,18,818,804,818,9853,12655
MEL0,GSM_8,2026-05,2026-05-20,18,1144,1133,1144,60988,72538
MEL0,GSM_83,2026-05,2026-05-20,18,2323,2259,2323,78365,98897
MEL0,GSM_86,2026-05,2026-05-20,18,1928,1878,1928,74192,92819
DRTV,MOVI,2026-05,2026-05-20,19,837,819,837,7144,8574
DRTW,MOVI,2026-05,2026-05-20,19,854,839,854,9853,12655
MEL0,GSM_8,2026-05,2026-05-20,19,358,357,358,60988,72538
MEL0,GSM_83,2026-05,2026-05-20,19,1115,1088,1115,78365,98897
MEL0,GSM_86,2026-05,2026-05-20,19,996,968,996,74192,92819
DRTV,MOVI,2026-05,2026-05-20,20,845,833,845,7144,8574
DRTW,MOVI,2026-05,2026-05-20,20,829,812,829,9853,12655
DRTV,MOVI,2026-05,2026-05-20,21,5,5,5,3062,3649
DRTW,MOVI,2026-05,2026-05-20,21,5,5,5,9853,12655
AUSO,"Sin proveedor",2026-05,2026-05-21,9,1,1,1,9,9
AYS3,MOVI,2026-05,2026-05-21,9,199,121,196,5682,8809
AYSA,MOVI,2026-05,2026-05-21,9,226,151,226,9893,14194
AYSC,MOVI,2026-05,2026-05-21,9,1261,578,1242,593,1269
AYSE,MOVI,2026-05,2026-05-21,9,27,19,27,2999,3221
AYS3,MOVI,2026-05,2026-05-21,10,47,47,47,5589,8645
AYSA,MOVI,2026-05,2026-05-21,10,51,51,51,9893,14194
AYSE,MOVI,2026-05,2026-05-21,10,17,16,17,3036,3259
DRTW,MOVI,2026-05,2026-05-21,10,1095,1068,1095,9853,12655
MEL0,MOVI,2026-05,2026-05-21,10,2287,2191,2287,62928,84964
ADT0,GSM_25,2026-05,2026-05-21,11,4,4,4,6742,11885
ADT0,GSM_44,2026-05,2026-05-21,11,18,17,18,7005,12883
ADT0,GSM_45,2026-05,2026-05-21,11,27,25,27,7197,13432
ADT0,GSM_85,2026-05,2026-05-21,11,20,20,20,7198,13437
ADT0,GSM_9,2026-05,2026-05-21,11,47,36,47,7805,16492
AUSO,GSM_25,2026-05,2026-05-21,11,23,23,23,6094,7084
AUSO,GSM_44,2026-05,2026-05-21,11,70,69,70,7583,8979
AUSO,GSM_45,2026-05,2026-05-21,11,83,81,83,8105,9726
AUSO,GSM_85,2026-05,2026-05-21,11,81,79,81,8437,10326
AUSO,GSM_9,2026-05,2026-05-21,11,158,150,158,10864,14643
AYS3,GSM_8,2026-05,2026-05-21,11,82,81,81,2155,2350
AYS3,GSM_83,2026-05,2026-05-21,11,208,195,192,2493,2742
AYS3,GSM_86,2026-05,2026-05-21,11,297,270,268,2417,2662
AYS3,MOVI,2026-05,2026-05-21,11,31,31,31,5589,8645
AYSA,GSM_8,2026-05,2026-05-21,11,56,56,56,2947,3145
AYSA,GSM_83,2026-05,2026-05-21,11,222,217,221,3527,3790
AYSA,GSM_86,2026-05,2026-05-21,11,323,313,323,3389,3638
AYSA,MOVI,2026-05,2026-05-21,11,58,58,58,9893,14194
AYSE,GSM_25,2026-05,2026-05-21,11,5,5,5,204,216
AYSE,GSM_44,2026-05,2026-05-21,11,36,35,36,429,451
AYSE,GSM_45,2026-05,2026-05-21,11,40,38,40,624,657
AYSE,GSM_8,2026-05,2026-05-21,11,362,343,361,6629,9374
AYSE,GSM_83,2026-05,2026-05-21,11,768,690,767,7994,12157
AYSE,GSM_85,2026-05,2026-05-21,11,31,29,31,718,754
AYSE,GSM_86,2026-05,2026-05-21,11,692,647,691,7749,11495
AYSE,GSM_9,2026-05,2026-05-21,11,96,91,96,1222,1287
AYSE,MOVI,2026-05,2026-05-21,11,22,21,22,3655,3918
DRPW,GSM_25,2026-05,2026-05-21,11,11,10,11,5474,8901
DRPW,GSM_44,2026-05,2026-05-21,11,63,57,63,5529,9144
DRPW,GSM_45,2026-05,2026-05-21,11,73,66,73,5590,9275
DRPW,GSM_85,2026-05,2026-05-21,11,61,59,61,5545,9080
DRPW,GSM_9,2026-05,2026-05-21,11,169,137,169,6107,11373
DRTV,GSM_44,2026-05,2026-05-21,11,7,6,7,2422,2824
DRTV,GSM_45,2026-05,2026-05-21,11,4,4,4,2579,3047
DRTV,GSM_85,2026-05,2026-05-21,11,2,2,2,2714,3186
DRTV,GSM_9,2026-05,2026-05-21,11,6,6,6,3300,4094
DRTW,MOVI,2026-05,2026-05-21,11,1645,1582,1645,9853,12655
MEL0,MOVI,2026-05,2026-05-21,11,3320,3142,3320,62928,84964
OEST,GSM_25,2026-05,2026-05-21,11,62,61,62,5088,5959
OEST,GSM_44,2026-05,2026-05-21,11,265,257,265,5914,7064
OEST,GSM_45,2026-05,2026-05-21,11,281,272,281,6206,7463
OEST,GSM_85,2026-05,2026-05-21,11,290,278,288,6357,7689
OEST,GSM_9,2026-05,2026-05-21,11,529,494,528,8305,10907
ADT0,GSM_25,2026-05,2026-05-21,12,13,13,13,6742,11885
ADT0,GSM_44,2026-05,2026-05-21,12,34,32,33,7005,12883
ADT0,GSM_45,2026-05,2026-05-21,12,57,51,57,7197,13432
ADT0,GSM_85,2026-05,2026-05-21,12,44,42,44,7198,13437
ADT0,GSM_9,2026-05,2026-05-21,12,78,73,78,7805,16492
AUSO,GSM_25,2026-05,2026-05-21,12,67,66,67,7189,8330
AUSO,GSM_44,2026-05,2026-05-21,12,114,112,114,7781,9213
AUSO,GSM_45,2026-05,2026-05-21,12,134,132,134,8105,9726
AUSO,GSM_85,2026-05,2026-05-21,12,141,136,141,8437,10326
AUSO,GSM_9,2026-05,2026-05-21,12,281,266,281,10864,14643
AYS3,GSM_8,2026-05,2026-05-21,12,83,82,82,2155,2350
AYS3,GSM_83,2026-05,2026-05-21,12,183,174,176,2493,2742
AYS3,GSM_86,2026-05,2026-05-21,12,156,146,146,2417,2662
AYS3,MOVI,2026-05,2026-05-21,12,103,103,102,5589,8645
AYSA,GSM_8,2026-05,2026-05-21,12,62,62,62,2947,3145
AYSA,GSM_83,2026-05,2026-05-21,12,130,129,130,3527,3790
AYSA,GSM_86,2026-05,2026-05-21,12,111,111,111,3389,3638
AYSA,MOVI,2026-05,2026-05-21,12,116,116,116,9893,14194
AYSE,GSM_25,2026-05,2026-05-21,12,4,4,4,155,164
AYSE,GSM_42,2026-05,2026-05-21,12,10,10,10,10,10
AYSE,GSM_44,2026-05,2026-05-21,12,5,5,5,278,292
AYSE,GSM_45,2026-05,2026-05-21,12,10,10,10,414,432
AYSE,GSM_8,2026-05,2026-05-21,12,378,356,378,6629,9374
AYSE,GSM_83,2026-05,2026-05-21,12,653,597,651,7994,12157
AYSE,GSM_85,2026-05,2026-05-21,12,7,7,7,482,505
AYSE,GSM_86,2026-05,2026-05-21,12,641,567,641,7749,11495
AYSE,GSM_9,2026-05,2026-05-21,12,19,18,19,1222,1287
AYSE,MOVI,2026-05,2026-05-21,12,27,27,27,2689,2888
DRPW,GSM_25,2026-05,2026-05-21,12,59,57,59,5474,8901
DRPW,GSM_44,2026-05,2026-05-21,12,163,145,163,5529,9144
DRPW,GSM_45,2026-05,2026-05-21,12,177,164,177,5590,9275
DRPW,GSM_85,2026-05,2026-05-21,12,164,152,164,5545,9080
DRPW,GSM_9,2026-05,2026-05-21,12,349,296,349,6107,11373
DRTV,GSM_25,2026-05,2026-05-21,12,18,18,18,2260,2626
DRTV,GSM_44,2026-05,2026-05-21,12,36,36,36,2422,2824
DRTV,GSM_45,2026-05,2026-05-21,12,35,35,35,2579,3047
DRTV,GSM_85,2026-05,2026-05-21,12,31,30,31,2714,3186
DRTV,GSM_9,2026-05,2026-05-21,12,88,83,88,3300,4094
DRTW,GSM_42,2026-05,2026-05-21,12,1,1,1,210,213
DRTW,GSM_8,2026-05,2026-05-21,12,8,8,8,6349,9762
DRTW,GSM_83,2026-05,2026-05-21,12,7,6,7,6997,11318
DRTW,GSM_86,2026-05,2026-05-21,12,17,17,17,6963,11280
DRTW,MOVI,2026-05,2026-05-21,12,1582,1524,1582,9853,12655
MEL0,MOVI,2026-05,2026-05-21,12,2783,2674,2783,62928,84964
OEST,GSM_25,2026-05,2026-05-21,12,219,215,219,5332,6258
OEST,GSM_44,2026-05,2026-05-21,12,473,452,473,5914,7064
OEST,GSM_45,2026-05,2026-05-21,12,488,481,488,6206,7463
OEST,GSM_85,2026-05,2026-05-21,12,537,525,536,6357,7689
OEST,GSM_9,2026-05,2026-05-21,12,1026,954,1026,8305,10907
ADT0,GSM_44,2026-05,2026-05-21,13,54,53,54,7005,12883
ADT0,GSM_45,2026-05,2026-05-21,13,48,45,48,7197,13432
ADT0,GSM_85,2026-05,2026-05-21,13,35,33,35,7198,13437
ADT0,GSM_9,2026-05,2026-05-21,13,91,83,90,7805,16492
AUSO,GSM_44,2026-05,2026-05-21,13,142,138,142,7781,9213
AUSO,GSM_45,2026-05,2026-05-21,13,137,136,137,8105,9726
AUSO,GSM_85,2026-05,2026-05-21,13,134,134,134,8437,10326
AUSO,GSM_9,2026-05,2026-05-21,13,291,283,291,10864,14643
AYS3,GSM_42,2026-05,2026-05-21,13,219,218,219,218,219
AYS3,GSM_8,2026-05,2026-05-21,13,194,193,194,2155,2350
AYS3,GSM_83,2026-05,2026-05-21,13,411,401,411,2493,2742
AYS3,GSM_86,2026-05,2026-05-21,13,336,331,336,2417,2662
AYS3,MOVI,2026-05,2026-05-21,13,199,198,197,5589,8645
AYSA,GSM_42,2026-05,2026-05-21,13,174,174,174,174,174
AYSA,GSM_8,2026-05,2026-05-21,13,183,183,183,2947,3145
AYSA,GSM_83,2026-05,2026-05-21,13,415,411,415,3527,3790
AYSA,GSM_86,2026-05,2026-05-21,13,437,429,437,3389,3638
AYSA,MOVI,2026-05,2026-05-21,13,205,201,205,9893,14194
AYSE,MOVI,2026-05,2026-05-21,13,54,53,54,3655,3918
CVIA,GSM_42,2026-05,2026-05-21,13,14,11,14,11,14
CVIA,GSM_8,2026-05,2026-05-21,13,10,8,10,45,68
CVIA,GSM_83,2026-05,2026-05-21,13,21,18,21,49,75
CVIA,GSM_86,2026-05,2026-05-21,13,16,15,16,48,74
DRPW,GSM_44,2026-05,2026-05-21,13,185,175,185,5529,9144
DRPW,GSM_45,2026-05,2026-05-21,13,196,186,196,5590,9275
DRPW,GSM_85,2026-05,2026-05-21,13,192,183,192,5545,9080
DRPW,GSM_9,2026-05,2026-05-21,13,470,411,470,6107,11373
DRTV,GSM_44,2026-05,2026-05-21,13,59,57,59,2422,2824
DRTV,GSM_45,2026-05,2026-05-21,13,50,50,50,2579,3047
DRTV,GSM_85,2026-05,2026-05-21,13,49,48,49,2714,3186
DRTV,GSM_9,2026-05,2026-05-21,13,103,99,103,3300,4094
DRTW,GSM_42,2026-05,2026-05-21,13,26,26,26,348,358
DRTW,GSM_8,2026-05,2026-05-21,13,36,36,36,6349,9762
DRTW,GSM_83,2026-05,2026-05-21,13,10,10,10,6997,11318
DRTW,GSM_86,2026-05,2026-05-21,13,79,79,79,6963,11280
DRTW,MOVI,2026-05,2026-05-21,13,1703,1640,1703,9853,12655
FIME,GSM_44,2026-05,2026-05-21,13,295,294,295,11414,11917
FIME,GSM_45,2026-05,2026-05-21,13,289,288,289,11425,11932
FIME,GSM_85,2026-05,2026-05-21,13,221,220,221,11399,11906
FIME,GSM_9,2026-05,2026-05-21,13,527,519,527,11521,12036
MEL0,GSM_42,2026-05,2026-05-21,13,1,1,1,4,4
MEL0,GSM_44,2026-05,2026-05-21,13,5,5,5,28707,33037
MEL0,GSM_45,2026-05,2026-05-21,13,10,10,10,32501,38099
MEL0,GSM_85,2026-05,2026-05-21,13,7,7,7,35235,41803
MEL0,GSM_9,2026-05,2026-05-21,13,12,12,12,45726,57895
MEL0,MOVI,2026-05,2026-05-21,13,2409,2269,2409,62928,84964
OEST,GSM_44,2026-05,2026-05-21,13,313,305,313,5914,7064
OEST,GSM_45,2026-05,2026-05-21,13,328,321,328,6206,7463
OEST,GSM_85,2026-05,2026-05-21,13,303,298,303,6357,7689
OEST,GSM_9,2026-05,2026-05-21,13,633,607,633,8305,10907
ADT0,GSM_25,2026-05,2026-05-21,14,98,92,98,7998,13769
ADT0,GSM_44,2026-05,2026-05-21,14,82,79,82,8284,14879
ADT0,GSM_45,2026-05,2026-05-21,14,78,78,78,8693,15997
ADT0,GSM_85,2026-05,2026-05-21,14,82,77,82,8796,16313
ADT0,GSM_9,2026-05,2026-05-21,14,202,187,202,9515,19934
AUSO,GSM_25,2026-05,2026-05-21,14,141,137,141,7298,8458
AUSO,GSM_44,2026-05,2026-05-21,14,133,132,133,7683,9095
AUSO,GSM_45,2026-05,2026-05-21,14,147,146,147,7991,9582
AUSO,GSM_85,2026-05,2026-05-21,14,115,115,115,8437,10326
AUSO,GSM_9,2026-05,2026-05-21,14,295,287,295,10864,14643
AYS3,MOVI,2026-05,2026-05-21,14,182,181,177,5589,8645
AYSA,GSM_8,2026-05,2026-05-21,14,64,64,64,2947,3145
AYSA,GSM_83,2026-05,2026-05-21,14,113,113,113,3527,3790
AYSA,GSM_86,2026-05,2026-05-21,14,135,135,135,3389,3638
AYSA,MOVI,2026-05,2026-05-21,14,216,214,216,9893,14194
AYSE,MOVI,2026-05,2026-05-21,14,46,46,46,3655,3918
DRPW,GSM_25,2026-05,2026-05-21,14,191,177,191,5474,8901
DRPW,GSM_44,2026-05,2026-05-21,14,190,178,190,5529,9144
DRPW,GSM_45,2026-05,2026-05-21,14,186,181,186,5590,9275
DRPW,GSM_85,2026-05,2026-05-21,14,182,176,182,5545,9080
DRPW,GSM_9,2026-05,2026-05-21,14,346,308,346,6107,11373
DRTV,GSM_25,2026-05,2026-05-21,14,30,30,30,2260,2626
DRTV,GSM_44,2026-05,2026-05-21,14,29,28,29,2422,2824
DRTV,GSM_45,2026-05,2026-05-21,14,30,30,30,2579,3047
DRTV,GSM_85,2026-05,2026-05-21,14,22,21,22,2714,3186
DRTV,GSM_9,2026-05,2026-05-21,14,57,55,57,3300,4094
DRTW,GSM_8,2026-05,2026-05-21,14,34,34,34,6349,9762
DRTW,GSM_83,2026-05,2026-05-21,14,12,12,12,6997,11318
DRTW,GSM_86,2026-05,2026-05-21,14,38,38,38,6963,11280
DRTW,MOVI,2026-05,2026-05-21,14,1588,1531,1588,9853,12655
FIME,GSM_25,2026-05,2026-05-21,14,429,428,429,11402,11909
FIME,GSM_44,2026-05,2026-05-21,14,478,477,478,11414,11917
FIME,GSM_45,2026-05,2026-05-21,14,488,487,488,11425,11932
FIME,GSM_85,2026-05,2026-05-21,14,399,398,399,11399,11906
FIME,GSM_9,2026-05,2026-05-21,14,816,808,816,11521,12036
MEL0,GSM_25,2026-05,2026-05-21,14,162,162,162,22814,25522
MEL0,GSM_44,2026-05,2026-05-21,14,178,174,178,28707,33037
MEL0,GSM_45,2026-05,2026-05-21,14,136,135,136,32501,38099
MEL0,GSM_8,2026-05,2026-05-21,14,38,38,38,60988,72538
MEL0,GSM_83,2026-05,2026-05-21,14,30,30,30,78365,98897
MEL0,GSM_85,2026-05,2026-05-21,14,175,173,175,35235,41803
MEL0,GSM_86,2026-05,2026-05-21,14,70,70,70,74192,92819
MEL0,GSM_9,2026-05,2026-05-21,14,361,358,361,45726,57895
MEL0,MOVI,2026-05,2026-05-21,14,1472,1418,1472,62928,84964
OEST,GSM_25,2026-05,2026-05-21,14,75,74,75,5232,6126
OEST,GSM_44,2026-05,2026-05-21,14,73,73,73,5647,6724
OEST,GSM_45,2026-05,2026-05-21,14,83,83,83,6206,7463
OEST,GSM_85,2026-05,2026-05-21,14,76,76,75,6357,7689
OEST,GSM_9,2026-05,2026-05-21,14,145,142,145,8156,10659
ADT0,GSM_25,2026-05,2026-05-21,15,155,151,154,7998,13769
ADT0,GSM_44,2026-05,2026-05-21,15,141,133,139,8284,14879
ADT0,GSM_45,2026-05,2026-05-21,15,127,122,126,8693,15997
ADT0,GSM_85,2026-05,2026-05-21,15,134,126,133,8796,16313
ADT0,GSM_9,2026-05,2026-05-21,15,308,272,307,9515,19934
